band,link,genres,start_year,end_year,hits
fickle friends,http://dbpedia.org/resource/Fickle_Friends,Alternative rock|Indie rock|Indietronica,2013,0,0
flights,http://dbpedia.org/resource/Flights,Alternative rock|Post-rock|Progressive rock,2010,2010,0
flying saucer attack,http://dbpedia.org/resource/Flying_Saucer_Attack,Experimental rock|Noise rock|Psychedelic rock,1992,2000,0
force majeure,http://dbpedia.org/resource/Force_Majeure_(band),New wave,1983,1986,0
fuchsia,http://dbpedia.org/resource/Fuchsia_(band),Progressive rock,1970,0,0
fuck buttons,http://dbpedia.org/resource/Fuck_Buttons,Post-rock,2004,0,0
g4,http://dbpedia.org/resource/G4_(band),Rock music,2004,2007,1
gary nuttall,http://dbpedia.org/resource/Gary_Nuttall,Pop rock|Rock music|Soft rock,1991,0,0
glamour of the kill,http://dbpedia.org/resource/Glamour_of_the_Kill,Heavy metal,2007,2015,0
glaxo babies,http://dbpedia.org/resource/Glaxo_Babies,Post-punk,1978,1980,0
gnarwolves,http://dbpedia.org/resource/Gnarwolves,Punk rock,2011,2011,1
grandfather birds,http://dbpedia.org/resource/Grandfather_Birds,Rock music,2010,0,0
gravenhurst,http://dbpedia.org/resource/Gravenhurst_(band),Alternative rock,1999,2014,0
halo,http://dbpedia.org/resource/Halo_(UK_band),Alternative rock,1999,2004,0
head,http://dbpedia.org/resource/Head_(band),Alternative rock,1987,1987,3
holy barbarians,http://dbpedia.org/resource/Holy_Barbarians_(band),Garage rock|Rock music,1995,1995,0
huggy bear,http://dbpedia.org/resource/Huggy_Bear_(band),Punk rock,1991,1994,4
i divide,http://dbpedia.org/resource/I_Divide,Rock music,2011,0,0
irritant,http://dbpedia.org/resource/Irritant_(band),Heavy metal|Progressive rock,2002,2008,0
it's immaterial,http://dbpedia.org/resource/It's_Immaterial,New wave,1980,1980,0
jethro tull,http://dbpedia.org/resource/Jethro_Tull_(band),Blues rock|Folk rock|Hard rock|Progressive rock,1967,2012,77
kids near water,http://dbpedia.org/resource/Kids_Near_Water,Rock music,2000,2005,0
kosheen,http://dbpedia.org/resource/Kosheen,Alternative rock,1999,0,0
ladytron,http://dbpedia.org/resource/Ladytron,New wave,1999,0,8
levellers,http://dbpedia.org/resource/Levellers_(band),Alternative rock,1988,1988,1
lindisfarne,http://dbpedia.org/resource/Lindisfarne_(band),Folk rock|Progressive rock,1968,1975,2
lionsheart,http://dbpedia.org/resource/Lionsheart,Hard rock|Heavy metal,1992,0,0
liverpool express,http://dbpedia.org/resource/Liverpool_Express,Rock music,1975,1975,0
longstone,http://dbpedia.org/resource/Longstone_(band),Alternative rock,1996,0,0
los albertos,http://dbpedia.org/resource/Los_Albertos,Punk rock,2002,0,0
love and rockets,http://dbpedia.org/resource/Love_and_Rockets_(band),Alternative rock|Post-punk,1985,1999,3
major major,http://dbpedia.org/resource/Major_Major_(band),Indie rock|Indietronica,2006,2011,0
mama's boys,http://dbpedia.org/resource/Mama's_Boys,Hard rock|Heavy metal,1978,1978,0
maps,http://dbpedia.org/resource/Maps_(band),Indie rock|Indietronica,2006,0,5
maths class,http://dbpedia.org/resource/Maths_Class,Punk rock,2006,2010,0
maximum joy,http://dbpedia.org/resource/Maximum_Joy,Post-punk,1981,1983,0
maxïmo park,http://dbpedia.org/resource/Maxïmo_Park,Alternative rock|Indie rock|Indietronica,2001,0,0
mcqueen,http://dbpedia.org/resource/McQueen_(band),Hard rock,2004,0,3
medium 21,http://dbpedia.org/resource/Medium_21,Alternative rock,1999,2004,0
modern eon,http://dbpedia.org/resource/Modern_Eon,New wave|Post-punk,1978,1982,0
mohair,http://dbpedia.org/resource/Mohair_(band),Rock music,1998,2007,1
morning runner,http://dbpedia.org/resource/Morning_Runner,Alternative rock|Indie rock|Indietronica,2003,2007,0
morpheus rising,http://dbpedia.org/resource/Morpheus_Rising,Heavy metal|Rock music,2008,0,0
my federation,http://dbpedia.org/resource/My_Federation,Garage rock|Indie rock|Indietronica,2005,2009,0
new cassettes,http://dbpedia.org/resource/New_Cassettes,Alternative rock|Indie rock|Indietronica,2005,0,0
once over,http://dbpedia.org/resource/Once_Over,Heavy metal|Punk rock,2003,2009,0
ooberman,http://dbpedia.org/resource/Ooberman,Progressive rock,1996,1996,1
original mirrors,http://dbpedia.org/resource/Original_Mirrors,New wave,1979,1981,0
period pains,http://dbpedia.org/resource/Period_Pains,Indie rock|Indietronica|Punk rock,1996,1997,0
pete and the pirates,http://dbpedia.org/resource/Pete_and_the_Pirates,Indie rock|Indietronica,2004,2004,0
phinius gage,http://dbpedia.org/resource/Phinius_Gage,Punk rock,2001,2008,0
pink industry,http://dbpedia.org/resource/Pink_Industry,Post-punk,1982,1987,0
pink military,http://dbpedia.org/resource/Pink_Military,Post-punk,1978,1981,0
portishead,http://dbpedia.org/resource/Portishead_(band),Alternative rock|Experimental rock,1991,0,72
punishment of luxury,http://dbpedia.org/resource/Punishment_of_Luxury,Post-punk,1976,1976,0
raven,http://dbpedia.org/resource/Raven_(British_band),Heavy metal,1974,0,0
red flag,http://dbpedia.org/resource/Red_Flag_(band),New wave,1984,2003,2
rip rig + panic,http://dbpedia.org/resource/Rip_Rig_+_Panic,Post-punk,1980,1983,0
roving crows,http://dbpedia.org/resource/Roving_Crows,Folk rock,2009,2009,0
royal blood,http://dbpedia.org/resource/Royal_Blood_(band),Blues rock|Garage rock|Hard rock,2013,0,1
satan,http://dbpedia.org/resource/Satan_(band),Heavy metal,1979,1989,0
screaming dead,http://dbpedia.org/resource/Screaming_Dead,Punk rock,1980,1980,0
screen 3,http://dbpedia.org/resource/Screen_3,New wave|Post-punk,1980,1984,0
secret shine,http://dbpedia.org/resource/Secret_Shine,Indie rock|Indietronica,1991,1996,0
section 25,http://dbpedia.org/resource/Section_25,Alternative rock|Post-punk,1977,1988,0
sennen,http://dbpedia.org/resource/Sennen_(band),Alternative rock|Indie rock|Indietronica|Post-rock,2002,0,0
serious drinking,http://dbpedia.org/resource/Serious_Drinking,Punk rock,1981,1981,0
seven,http://dbpedia.org/resource/Seven_(band),Rock music,1989,1990,1
shack,http://dbpedia.org/resource/Shack_(band),Alternative rock,1987,1992,5
sharkboy,http://dbpedia.org/resource/Sharkboy,Alternative rock,1990,1996,0
sharks took the rest,http://dbpedia.org/resource/Sharks_Took_the_Rest,Alternative rock,2009,0,0
shed seven,http://dbpedia.org/resource/Shed_Seven,Alternative rock|Indie rock|Indietronica|Rock music,1990,2003,0
skip bifferty,http://dbpedia.org/resource/Skip_Bifferty,Psychedelic rock,1966,1966,0
sleep room,http://dbpedia.org/resource/Sleep_Room,Alternative rock|Experimental rock|Progressive rock,2001,0,0
slowdive,http://dbpedia.org/resource/Slowdive,Indie rock|Indietronica,1989,1995,7
smaller,http://dbpedia.org/resource/Smaller,Alternative rock,1990,1990,0
solemn sun,http://dbpedia.org/resource/Solemn_Sun,Punk rock|Rock music,2009,0,0
space,http://dbpedia.org/resource/Space_(English_band),Alternative rock,1993,2005,0
specimen,http://dbpedia.org/resource/Specimen_(band),Glam rock|New wave|Post-punk,1980,1980,2
spider,http://dbpedia.org/resource/Spider_(British_band),Hard rock,1976,1986,5
spycatcher,http://dbpedia.org/resource/Spycatcher_(band),Alternative rock,2008,0,0
stackridge,http://dbpedia.org/resource/Stackridge,Folk rock|Pop rock|Progressive rock,1969,1976,0
steadman,http://dbpedia.org/resource/Steadman_(band),Alternative rock,1998,1998,1
stereo models,http://dbpedia.org/resource/Stereo_Models,New wave,1979,1981,0
steve fairnie,http://dbpedia.org/resource/Steve_Fairnie,Art rock|Post-punk,1978,1981,0
strangelove,http://dbpedia.org/resource/Strangelove_(band),Alternative rock|Indie rock|Indietronica|Progressive rock,1991,0,20
straw,http://dbpedia.org/resource/Straw_(band),Indie rock|Indietronica,1998,2001,4
studio arcade,http://dbpedia.org/resource/Studio_Arcade,Alternative rock|Indie rock|Indietronica,2008,0,0
sunday jones,http://dbpedia.org/resource/Sunday_Jones,Indie rock|Indietronica,2009,0,0
sunna,http://dbpedia.org/resource/Sunna_(band),Hard rock|Industrial rock,1998,0,1
tap tap,http://dbpedia.org/resource/Tap_Tap_(band),Indie rock|Indietronica,2006,2006,2
temposhark,http://dbpedia.org/resource/Temposhark,Alternative rock,2004,0,0
the agents,http://dbpedia.org/resource/The_Agents_(English_band),New wave,1980,1983,0
the animals,http://dbpedia.org/resource/The_Animals,Blues rock|Psychedelic rock|Rock music,1963,1969,57
the art goblins,http://dbpedia.org/resource/The_Art_Goblins,Alternative rock,1996,0,0
the auxiliaires,http://dbpedia.org/resource/The_Auxiliaries,Indie rock|Indietronica,2004,2004,0
the bandits,http://dbpedia.org/resource/The_Bandits,Alternative rock,2001,2004,0
the beatles,http://dbpedia.org/resource/The_Beatles,Rock music,1960,0,3263
the big three,http://dbpedia.org/resource/The_Big_Three_(English_band),Beat,1959,1966,5
the black velvets,http://dbpedia.org/resource/The_Black_Velvets,Hard rock,2003,2003,0
the blessing,http://dbpedia.org/resource/Get_the_Blessing,Jazz fusion|Jazz rock,2000,0,2
the blue aeroplanes,http://dbpedia.org/resource/The_Blue_Aeroplanes,Alternative rock|Art rock|Post-punk,1981,0,4
the computers,http://dbpedia.org/resource/The_Computers,Alternative rock,2000,2000,1
the cortinas,http://dbpedia.org/resource/The_Cortinas_(punk_band),Punk rock,1976,1978,0
the crucial three,http://dbpedia.org/resource/Crucial_Three,Alternative rock|New wave|Post-punk,1977,1977,0
the cure,http://dbpedia.org/resource/The_Cure,Alternative rock|New wave|Post-punk,1976,0,55
the dead 60s,http://dbpedia.org/resource/The_Dead_60s,Punk rock,2003,2008,0
the dennisons,http://dbpedia.org/resource/The_Dennisons,Beat,1961,1967,0
the departure,http://dbpedia.org/resource/The_Departure,Indie rock|Indietronica,2004,2008,2
the destructors,http://dbpedia.org/resource/The_Destructors_(band),Punk rock,1977,1977,0
the dials,http://dbpedia.org/resource/The_Dials,Rock music,2002,2002,0
the eagles,http://dbpedia.org/resource/The_Eagles_(UK_band),Rock music,1958,1964,0
the escape,http://dbpedia.org/resource/The_Escape_(band),New wave,1981,1984,2
the farm,http://dbpedia.org/resource/The_Farm_(British_band),Alternative rock,1983,1996,0
the farmer's boys,http://dbpedia.org/resource/The_Farmer's_Boys,New wave,1981,1985,0
the fauns,http://dbpedia.org/resource/The_Fauns,Indie rock|Indietronica,2007,0,0
the fits,http://dbpedia.org/resource/The_Fits,Punk rock,1979,1985,0
the fourmost,http://dbpedia.org/resource/The_Fourmost,Beat,1961,0,0
the heart throbs,http://dbpedia.org/resource/The_Heart_Throbs_(band),Alternative rock,1986,1986,3
the icicle works,http://dbpedia.org/resource/The_Icicle_Works,Alternative rock|New wave|Post-punk|Psychedelic rock,1980,1991,2
the inciders,http://dbpedia.org/resource/The_Inciders,Heavy metal,2003,0,0
the jacques,http://dbpedia.org/resource/The_Jacques,Indie rock|Indietronica,2014,0,0
the kooks,http://dbpedia.org/resource/The_Kooks,Alternative rock|Indie rock|Indietronica,2004,0,6
the land of nod,http://dbpedia.org/resource/The_Land_of_Nod_(band),Post-rock,1995,1995,0
the lightning seeds,http://dbpedia.org/resource/The_Lightning_Seeds,Alternative rock|Pop rock,1989,2000,0
the liverbirds,http://dbpedia.org/resource/The_Liverbirds,Beat,1963,1968,0
the lotus eaters,http://dbpedia.org/resource/The_Lotus_Eaters_(band),New wave,1981,1985,0
the maybes?,http://dbpedia.org/resource/The_Maybes%3F,Rock music,2002,0,0
the membranes,http://dbpedia.org/resource/The_Membranes,Noise rock|Punk rock,1977,1990,1
the mojo fins,http://dbpedia.org/resource/The_Mojo_Fins,Rock music,2004,2004,0
the mojos,http://dbpedia.org/resource/The_Mojos,Beat|Rock music,1963,1968,2
the moonies,http://dbpedia.org/resource/The_Moonies,Alternative rock,2001,2001,0
the moons,http://dbpedia.org/resource/The_Moons,Alternative rock|Garage rock|Indie rock|Indietronica,2008,0,1
the more i see,http://dbpedia.org/resource/The_More_I_See,Heavy metal,2003,2003,0
the mummers,http://dbpedia.org/resource/The_Mummers,Alternative rock|Baroque pop,2006,0,0
the nova saints,http://dbpedia.org/resource/The_Nova_Saints,Alternative rock|Psychedelic rock,2006,0,0
the now,http://dbpedia.org/resource/The_Now,Punk rock,1976,1979,7
the onset,http://dbpedia.org/resource/The_Onset,Indie rock|Indietronica,1987,1995,0
the open,http://dbpedia.org/resource/The_Open_(band),Indie rock|Indietronica,2003,2006,1
the orange lights,http://dbpedia.org/resource/The_Orange_Lights,Indie rock|Indietronica|Rock music,2007,0,0
the pale fountains,http://dbpedia.org/resource/The_Pale_Fountains,New wave,1981,1987,0
the pigs,http://dbpedia.org/resource/The_Pigs,Punk rock,1977,1978,0
the pop group,http://dbpedia.org/resource/The_Pop_Group,Post-punk,1977,0,15
the real people,http://dbpedia.org/resource/The_Real_People,Alternative rock|Indie rock|Indietronica,1988,0,1
the redskins,http://dbpedia.org/resource/The_Redskins,Punk rock,1982,1986,8
the remo four,http://dbpedia.org/resource/The_Remo_Four,Beat,1959,1970,0
the rockin' vickers,http://dbpedia.org/resource/The_Rockin'_Vickers,Beat|Rock music,1963,1967,0
the room,http://dbpedia.org/resource/The_Room_(band),New wave,1980,1985,3
the seahorses,http://dbpedia.org/resource/The_Seahorses,Alternative rock|Indie rock|Indietronica|Progressive rock,1996,1999,0
the searchers,http://dbpedia.org/resource/The_Searchers_(band),Beat|Rock music,1959,0,4
the seers,http://dbpedia.org/resource/The_Seers,Alternative rock|Garage rock|Psychedelic rock,1984,1991,0
the shrubs,http://dbpedia.org/resource/The_Shrubs,Post-punk,1985,1988,0
the skylarks,http://dbpedia.org/resource/The_Skylarks,Alternative rock,1997,1997,0
the sorry kisses,http://dbpedia.org/resource/The_Sorry_Kisses,Alternative rock|Indie rock|Indietronica,2006,0,0
the stairs,http://dbpedia.org/resource/The_Stairs,Alternative rock|Indie rock|Indietronica,1990,1994,0
the stands,http://dbpedia.org/resource/The_Stands,Alternative rock,2002,2005,0
the stingrays,http://dbpedia.org/resource/The_Stingrays_(Bristol_band),New wave,1977,0,0
the upper room,http://dbpedia.org/resource/The_Upper_Room_(band),Rock music,2004,2004,0
the whodlums,http://dbpedia.org/resource/The_Whodlums,Hard rock|Power pop|Rock music,2006,0,0
the wild swans,http://dbpedia.org/resource/The_Wild_Swans_(band),New wave|Post-punk,1980,1980,1
the wildhearts,http://dbpedia.org/resource/The_Wildhearts,Hard rock|Power pop|Punk rock,1989,1997,0
the wombats,http://dbpedia.org/resource/The_Wombats,Indie rock|Indietronica|New wave,2003,0,0
the wytches,http://dbpedia.org/resource/The_Wytches,Garage rock|Psychedelic rock|Punk rock|Surf music,2011,0,1
the x-certs,http://dbpedia.org/resource/The_X-Certs,New wave,1978,1981,0
the zutons,http://dbpedia.org/resource/The_Zutons,Blues rock|Indie rock|Indietronica,2001,2009,2
these animal men,http://dbpedia.org/resource/These_Animal_Men,Alternative rock,1989,1989,1
this picture,http://dbpedia.org/resource/This_Picture,Alternative rock,1989,1995,1
to my boy,http://dbpedia.org/resource/To_My_Boy,Power pop,2005,0,0
toy,http://dbpedia.org/resource/Toy_(band),Indie rock|Indietronica|Psychedelic rock,2010,0,6
tramp attack,http://dbpedia.org/resource/Tramp_Attack,Rock music,2000,2001,0
turbowolf,http://dbpedia.org/resource/Turbowolf,Hard rock,2008,0,0
uk decay,http://dbpedia.org/resource/UK_Decay,Post-punk|Punk rock,1978,1983,0
ulrika spacek,http://dbpedia.org/resource/Ulrika_Spacek,Alternative rock|Indie rock|Indietronica|Psychedelic rock,2014,0,0
venus fly trap,http://dbpedia.org/resource/Venus_Fly_Trap_(band),Alternative rock,1986,0,0
vice squad,http://dbpedia.org/resource/Vice_Squad,Punk rock,1978,1985,0
vile imbeciles,http://dbpedia.org/resource/Vile_Imbeciles,Alternative rock|Experimental rock|Funk rock|Post-rock,2005,0,0
walkingseeds,http://dbpedia.org/resource/Walkingseeds,Alternative rock|Psychedelic rock,1986,1990,0
wave machines,http://dbpedia.org/resource/Wave_Machines,Art rock,2007,2007,0
we can't dance,http://dbpedia.org/resource/We_Can't_Dance_(band),Indie rock|Indietronica,2009,2009,0
whitemare,http://dbpedia.org/resource/Whitemare,Blues rock|Southern rock,2008,0,0
writz / famous names,http://dbpedia.org/resource/Steve_Fairnie,Art rock|Post-punk,1978,1981,0
yachts,http://dbpedia.org/resource/Yachts_(band),New wave|Power pop,1977,1981,1
21st century schizoid band,http://dbpedia.org/resource/21st_Century_Schizoid_Band,Progressive rock|Rock music,2002,2004,0
anderson bruford wakeman howe,http://dbpedia.org/resource/Anderson_Bruford_Wakeman_Howe,Art rock|Progressive rock,1988,1990,0
"ashton, gardner and dyke","http://dbpedia.org/resource/Ashton,_Gardner_and_Dyke",Rock music,1968,1972,0
clement marfo & the frontline,http://dbpedia.org/resource/Clement_Marfo_&_The_Frontline,Alternative rock,2007,0,0
3,http://dbpedia.org/resource/3_(1980s_band),Progressive rock,1988,1989,1
3 colours red,http://dbpedia.org/resource/3_Colours_Red,Hard rock|Punk rock,1995,1995,0
5ive,http://dbpedia.org/resource/Five_(band),Rap rock|Rapcore,1997,2001,0
alien sex fiend,http://dbpedia.org/resource/Alien_Sex_Fiend,Industrial rock,1982,0,1
also eden,http://dbpedia.org/resource/Also_Eden,Art rock|Pop rock|Progressive rock|Rock music,2005,2005,0
bill nelson's red noise,http://dbpedia.org/resource/Bill_Nelson's_Red_Noise,Art rock|New wave,1978,1979,0
cowboys international,http://dbpedia.org/resource/Cowboys_International,New wave,1979,1980,0
desmadrados soldados de ventura,http://dbpedia.org/resource/Desmadrados_Soldados_de_Ventura,Psychedelic rock,2012,0,0
florence and the machine,http://dbpedia.org/resource/Florence_and_the_Machine,Art rock|Baroque pop|Indie rock|Indietronica,2007,0,2
john mayall & the bluesbreakers,http://dbpedia.org/resource/John_Mayall_&_the_Bluesbreakers,Blues rock,1963,1963,9
the screaming blue messiahs,http://dbpedia.org/resource/The_Screaming_Blue_Messiahs,Punk rock,1983,1990,1
911,http://dbpedia.org/resource/911_(band),Pop rock,1995,2000,2
manfred mann's earth band,http://dbpedia.org/resource/Manfred_Mann's_Earth_Band,Hard rock|Heavy metal|Progressive rock,1971,0,0
ringo starr & his all-starr band,http://dbpedia.org/resource/Ringo_Starr_&_His_All-Starr_Band,Rock music,1989,0,0
steve harley & cockney rebel,http://dbpedia.org/resource/Steve_Harley_&_Cockney_Rebel,Glam rock,1972,1977,0
adam and the ants,http://dbpedia.org/resource/Adam_and_the_Ants,New wave|Post-punk|Punk rock,1977,1982,9
agent provocateur,http://dbpedia.org/resource/Agent_Provocateur_(band),Alternative rock,1995,1997,0
andromeda,http://dbpedia.org/resource/Andromeda_(English_band),Hard rock|Progressive rock|Psychedelic rock,1966,1969,3
arcadia,http://dbpedia.org/resource/Arcadia_(band),Art rock|New wave,1985,1986,0
art of noise,http://dbpedia.org/resource/Art_of_Noise,New wave,1983,1990,3
asap,http://dbpedia.org/resource/ASAP_(band),Hard rock|Soft rock,1989,1989,0
asia,http://dbpedia.org/resource/Asia_(band),Art rock|Progressive rock,1981,1986,7
atomic rooster,http://dbpedia.org/resource/Atomic_Rooster,Blues rock|Hard rock|Progressive rock,1969,1969,1
band of joy,http://dbpedia.org/resource/Band_of_Joy,Blues rock|Folk rock|Progressive rock,1966,1966,4
bandit,http://dbpedia.org/resource/Bandit_(band),Hard rock|Pop rock|Rock music,1976,1978,0
big audio dynamite,http://dbpedia.org/resource/Big_Audio_Dynamite,Post-punk,1984,1997,8
black spiders,http://dbpedia.org/resource/Black_Spiders,Hard rock,2008,2008,0
blackcube,http://dbpedia.org/resource/Blackcube,Hard rock,2003,2004,0
blackfield,http://dbpedia.org/resource/Blackfield,Alternative rock|Art rock|Pop rock|Progressive rock,2001,0,0
blackmore's night,http://dbpedia.org/resource/Blackmore's_Night,Folk rock|Hard rock,1997,0,0
brand x,http://dbpedia.org/resource/Brand_X,Jazz fusion|Jazz rock,1975,1980,4
chas & dave,http://dbpedia.org/resource/Chas_&_Dave,Pop rock,1975,2009,0
cursed legacy,http://dbpedia.org/resource/Cursed_Legacy,Heavy metal|Progressive rock,2008,0,0
elastica,http://dbpedia.org/resource/Elastica,Alternative rock|Indie rock|Indietronica|Post-punk|Punk rock,1992,2001,15
electrafixion,http://dbpedia.org/resource/Electrafixion,Alternative rock,1994,1994,1
esquire,http://dbpedia.org/resource/Esquire_(band),Art rock|Progressive rock|Psychedelic rock,1982,0,0
eternal descent,http://dbpedia.org/resource/Eternal_Descent,Heavy metal,2002,0,0
marvin welch & farrar,"http://dbpedia.org/resource/Marvin,_Welch_&_Farrar",Rock music,1970,1973,0
peter hook and the light,http://dbpedia.org/resource/Peter_Hook_and_The_Light,Alternative rock|New wave|Post-punk,2010,0,0
television personalities,http://dbpedia.org/resource/Television_Personalities,New wave|Post-punk|Punk rock,2004,2011,0
the entire population of hackney (a.k.a. the sherman tankers),http://dbpedia.org/resource/The_Entire_Population_of_Hackney,Rock music,1985,1985,0
the history of apple pie,http://dbpedia.org/resource/The_History_of_Apple_Pie,Alternative rock|Indie rock|Indietronica,2010,0,0
the league of gentlemen,http://dbpedia.org/resource/The_League_of_Gentlemen_(band),New wave|Post-punk,1980,1980,7
the men that will not be blamed for nothing,http://dbpedia.org/resource/The_Men_That_Will_Not_Be_Blamed_for_Nothing,Punk rock,2008,0,0
"the trevor horn band, a.k.a. producers",http://dbpedia.org/resource/The_Trevor_Horn_Band,New wave|Pop rock|Progressive rock,2006,0,0
all about eve,http://dbpedia.org/resource/All_About_Eve_(band),Alternative rock|Folk rock|Post-punk,1984,0,4
babyshambles,http://dbpedia.org/resource/Babyshambles,Indie rock|Indietronica,2003,0,11
black submarine,http://dbpedia.org/resource/Black_Submarine,Experimental rock,2008,0,0
blur,http://dbpedia.org/resource/Blur_(band),Alternative rock|Indie rock|Indietronica,1988,2003,52
bo ningen,http://dbpedia.org/resource/Bo_Ningen,Noise rock,2006,0,6
brinsley schwarz,http://dbpedia.org/resource/Brinsley_Schwarz,Country rock|Rock music,1969,1975,6
broken glass,http://dbpedia.org/resource/Broken_Glass_(band),Rock music,1975,1975,1
carbon/silicon,http://dbpedia.org/resource/Carbon/Silicon,Alternative rock|Garage rock|Punk rock,2002,2002,0
chad & jeremy,http://dbpedia.org/resource/Chad_&_Jeremy,Soft rock,1960,0,3
colosseum,http://dbpedia.org/resource/Colosseum_(band),Progressive rock,1968,1971,6
creaming jesus,http://dbpedia.org/resource/Creaming_Jesus,Alternative rock|Heavy metal|Post-punk|Punk rock,1987,1994,0
cressida,http://dbpedia.org/resource/Cressida_(band),Progressive rock,1968,1970,0
dalis car,http://dbpedia.org/resource/Dalis_Car,Post-punk,1984,1984,0
dantalian's chariot,http://dbpedia.org/resource/Dantalian's_Chariot,Psychedelic rock,1967,1968,0
department s,http://dbpedia.org/resource/Department_S_(band),New wave|Post-punk,1980,1982,0
dif juz,http://dbpedia.org/resource/Dif_Juz,Post-punk|Post-rock,1980,1986,0
dirty pretty things,http://dbpedia.org/resource/Dirty_Pretty_Things_(band),Indie rock|Indietronica,2005,2005,0
django django,http://dbpedia.org/resource/Django_Django,Art rock|Indie rock|Indietronica,2009,0,5
dramatis,http://dbpedia.org/resource/Dramatis,New wave,1981,1982,0
dum dums,http://dbpedia.org/resource/Dum_Dums_(band),Alternative rock|Power pop,1997,2001,2
elixir,http://dbpedia.org/resource/Elixir_(band),Heavy metal,1983,2012,4
essential logic,http://dbpedia.org/resource/Essential_Logic,Post-punk,1978,1981,1
faces,http://dbpedia.org/resource/Faces_(band),Blues rock|Rock music,1969,1975,19
fairground attraction,http://dbpedia.org/resource/Fairground_Attraction,Soft rock,1987,1990,1
fairport convention,http://dbpedia.org/resource/Fairport_Convention,Folk rock,1967,0,80
fightstar,http://dbpedia.org/resource/Fightstar,Alternative rock|Progressive rock,2003,0,0
fleetwood mac,http://dbpedia.org/resource/Fleetwood_Mac,Blues rock|Folk rock|Pop rock|Soft rock,1967,1967,265
fono,http://dbpedia.org/resource/Fono_(band),Alternative rock,1996,1996,1
fox,http://dbpedia.org/resource/Fox_(band),Rock music,1974,1981,0
free,http://dbpedia.org/resource/Free_(band),Blues rock|Hard rock,1968,1971,0
furniture,http://dbpedia.org/resource/Furniture_(band),New wave|Pop rock|Post-punk,1979,1991,1
general public,http://dbpedia.org/resource/General_Public,New wave,1984,1987,5
gnidrolog,http://dbpedia.org/resource/Gnidrolog,Art rock|Progressive rock,1969,1972,0
greenslade,http://dbpedia.org/resource/Greenslade,Progressive rock,1972,0,1
gryphon,http://dbpedia.org/resource/Gryphon_(band),Progressive rock,1970,1977,7
hamfatter,http://dbpedia.org/resource/Hamfatter,Rock music,2003,0,0
hanson,http://dbpedia.org/resource/Hanson_(UK_band),Rock music,1973,0,0
siouxsie and the banshees,http://dbpedia.org/resource/Siouxsie_and_the_Banshees,Alternative rock|New wave|Post-punk,1976,0,11
fatal microbes,http://dbpedia.org/resource/Fatal_Microbes,Post-punk|Punk rock,1978,1979,0
foghat,http://dbpedia.org/resource/Foghat,Blues rock|Hard rock,1971,0,21
heavenly,http://dbpedia.org/resource/Heavenly_(British_band),Indie rock|Indietronica,1989,0,2
hellsbelles,http://dbpedia.org/resource/HellsBelles,Heavy metal,1984,1987,0
hyperhead,http://dbpedia.org/resource/Hyperhead,Alternative rock,1990,1993,0
illusion,http://dbpedia.org/resource/Illusion_(UK_band),Progressive rock,1977,1979,4
illustrated man,http://dbpedia.org/resource/Illustrated_Man_(band),New wave,1984,1984,0
imperial leisure,http://dbpedia.org/resource/Imperial_Leisure,Rock music,2001,2001,0
inner terrestrials,http://dbpedia.org/resource/Inner_Terrestrials,Punk rock,1994,0,0
iona,http://dbpedia.org/resource/Iona_(band),Progressive rock,1990,1990,0
jack the lad,http://dbpedia.org/resource/Jack_the_Lad,Folk rock,1973,1973,0
jess and the bandits,http://dbpedia.org/resource/Jess_and_the_Bandits,Country rock|Rock music,2014,0,0
jettblack,http://dbpedia.org/resource/Jettblack,Hard rock|Heavy metal,2007,2007,0
kill it kid,http://dbpedia.org/resource/Kill_It_Kid,Rock music,2008,2015,0
killing floor,http://dbpedia.org/resource/Killing_Floor_(band),Blues rock|Pop rock,1968,1968,6
kingdom come,http://dbpedia.org/resource/Kingdom_Come_(British_band),Progressive rock,1970,1974,0
kula shaker,http://dbpedia.org/resource/Kula_Shaker,Psychedelic rock|Raga rock,1995,1999,3
lavolta lakota,http://dbpedia.org/resource/Lavolta_Lakota,Post-punk,1982,1985,0
led zeppelin,http://dbpedia.org/resource/Led_Zeppelin,Blues rock|Folk rock|Hard rock|Heavy metal,1968,1980,629
love sculpture,http://dbpedia.org/resource/Love_Sculpture,Blues rock,1966,1970,1
lucas,http://dbpedia.org/resource/Lucy_(band),Punk rock,1976,1976,0
magic eight ball,http://dbpedia.org/resource/Magic_Eight_Ball,Power pop|Rock music,2004,0,0
magna carta,http://dbpedia.org/resource/Magna_Carta_(band),Progressive rock|Rock music,1969,1969,4
manfred mann,http://dbpedia.org/resource/Manfred_Mann,Beat,1962,1969,11
may blitz,http://dbpedia.org/resource/May_Blitz,Hard rock|Progressive rock|Psychedelic rock,1969,1971,0
mccoy,http://dbpedia.org/resource/McCoy_(band),Hard rock|Heavy metal,1976,1977,0
mcguinness flint,http://dbpedia.org/resource/McGuinness_Flint,Blues rock|Country rock|Folk rock,1970,1975,0
miraculous mule,http://dbpedia.org/resource/Miraculous_Mule,Alternative rock|Indie rock|Indietronica,2011,2011,0
mogul thrash,http://dbpedia.org/resource/Mogul_Thrash,Experimental rock|Jazz fusion|Jazz rock|Progressive rock,1971,1971,0
mostly autumn,http://dbpedia.org/resource/Mostly_Autumn,Folk rock|Hard rock|Progressive rock,1995,0,0
