band,link,genres,start_year,end_year
aye nako,http://dbpedia.org/resource/Aye_Nako,Punk rock,2010,2010
azure ray,http://dbpedia.org/resource/Azure_Ray,Indie rock|Indietronica,2001,2004
baboon,http://dbpedia.org/resource/Baboon_(band),Alternative rock,1991,0
baby huey,http://dbpedia.org/resource/Baby_Huey_(singer),Rock music,1963,1963
baby teeth,http://dbpedia.org/resource/Baby_Teeth_(band),Indie rock|Indietronica,2003,0
back to blonde,http://dbpedia.org/resource/Back_to_Blonde,Indie rock|Indietronica,2004,0
bad english,http://dbpedia.org/resource/Bad_English,Hard rock,1987,1991
bad radio,http://dbpedia.org/resource/Bad_Radio,Alternative rock|Funk rock,1986,1990
bad religion,http://dbpedia.org/resource/Bad_Religion,Punk rock,1979,0
bakers pink,http://dbpedia.org/resource/Bakers_Pink,Alternative rock|Hard rock|Rock music,1992,0
balkans,http://dbpedia.org/resource/Balkans_(band),Indie rock|Indietronica|Pop rock|Rock music,2008,2012
bang,http://dbpedia.org/resource/Bang_(American_band),Hard rock|Heavy metal,1969,0
bang tango,http://dbpedia.org/resource/Bang_Tango,Hard rock,1987,1995
banshee,http://dbpedia.org/resource/Banshee_(band),Glam rock|Hard rock|Heavy metal,1985,1993
bark hide and horn,http://dbpedia.org/resource/Bark_Hide_and_Horn,Indie rock|Indietronica,2005,2009
barlowgirl,http://dbpedia.org/resource/BarlowGirl,Alternative rock|Rock music,2000,2012
beware of safety,http://dbpedia.org/resource/Beware_of_Safety,Post-rock,2005,0
big brother and the holding company,http://dbpedia.org/resource/Big_Brother_and_the_Holding_Company,Blues rock|Psychedelic rock,1965,1968
automatic black,http://dbpedia.org/resource/Automatic_Black,Rock music,2001,0
bar 7,http://dbpedia.org/resource/Bar_7,Hard rock,1996,2000
barefoot jerry,http://dbpedia.org/resource/Barefoot_Jerry,Country rock|Southern rock,1971,0
baskervilles,http://dbpedia.org/resource/Baskervilles_(musical_group),Rock music,1997,0
bass drum of death,http://dbpedia.org/resource/Bass_Drum_of_Death,Garage rock|Punk rock,2008,0
battleme,http://dbpedia.org/resource/Battleme,Folk rock,2009,0
battles,http://dbpedia.org/resource/Battles_(band),Art rock|Experimental rock|Post-rock|Progressive rock,2002,0
beach fossils,http://dbpedia.org/resource/Beach_Fossils,Indie rock|Indietronica,2009,0
beach slang,http://dbpedia.org/resource/Beach_Slang,Indie rock|Indietronica|Punk rock,2013,0
bear vs. shark,http://dbpedia.org/resource/Bear_vs._Shark,Indie rock|Indietronica|Punk rock,2001,2001
beastie boys,http://dbpedia.org/resource/Beastie_Boys,Rap rock|Rapcore,1980,2012
beautiful creatures,http://dbpedia.org/resource/Beautiful_Creatures_(band),Hard rock,1999,0
bedhead,http://dbpedia.org/resource/Bedhead_(band),Indie rock|Indietronica|Post-rock,1991,1998
bedroom walls,http://dbpedia.org/resource/Bedroom_Walls,Alternative rock,2001,0
before braille,http://dbpedia.org/resource/Before_Braille,Experimental rock|Indie rock|Indietronica,1999,2006
being as an ocean,http://dbpedia.org/resource/Being_as_an_Ocean,Post-rock,2011,2011
bellamy brothers,http://dbpedia.org/resource/The_Bellamy_Brothers,Country rock|Soft rock|Southern rock,1968,0
bellarive,http://dbpedia.org/resource/Bellarive,Pop rock,2009,0
bellmer dolls,http://dbpedia.org/resource/Bellmer_Dolls,Post-punk,2003,0
belly,http://dbpedia.org/resource/Belly_(band),Alternative rock,1991,1991
best coast,http://dbpedia.org/resource/Best_Coast,Indie rock|Indietronica,2009,0
best fwends,http://dbpedia.org/resource/Best_Fwends,Punk rock,2004,2004
beta play,http://dbpedia.org/resource/Tommy_&_The_High_Pilots,Rock music,2008,2008
beth bombara,http://dbpedia.org/resource/Beth_Bombara,Indie rock|Indietronica,2007,0
beulah,http://dbpedia.org/resource/Beulah_(band),Indie rock|Indietronica,1996,2004
big & rich,http://dbpedia.org/resource/Big_&_Rich,Country rock,1998,0
big black,http://dbpedia.org/resource/Big_Black,Alternative rock|Indie rock|Indietronica|Noise rock|Post-punk|Punk rock,1981,1987
big black delta,http://dbpedia.org/resource/Big_Black_Delta,Industrial rock,2010,2010
big business,http://dbpedia.org/resource/Big_Business_(band),Heavy metal,2004,0
big something,http://dbpedia.org/resource/Big_Something,Alternative rock,2009,0
big wow,http://dbpedia.org/resource/Big_Wow,Alternative rock,1996,0
bigwig,http://dbpedia.org/resource/Bigwig_(band),Punk rock,1995,0
birdmonster,http://dbpedia.org/resource/Birdmonster,Indie rock|Indietronica|Rock music,2004,0
birds of avalon,http://dbpedia.org/resource/Birds_of_Avalon,Psychedelic rock,2005,0
bishop allen,http://dbpedia.org/resource/Bishop_Allen,Indie rock|Indietronica,2003,0
bitch magnet,http://dbpedia.org/resource/Bitch_Magnet,Noise rock,1986,1990
bk3,http://dbpedia.org/resource/BK3,Rock music,2008,2012
bl'ast!,http://dbpedia.org/resource/Blast_(American_band),Punk rock,1983,1991
black 'n blue,http://dbpedia.org/resource/Black_'n_Blue,Heavy metal,1981,1989
black helicopter,http://dbpedia.org/resource/Black_Helicopter,Garage rock|Hard rock|Indie rock|Indietronica,2003,0
black kids,http://dbpedia.org/resource/Black_Kids,Indie rock|Indietronica,2006,0
black label society,http://dbpedia.org/resource/Black_Label_Society,Hard rock|Heavy metal|Southern rock,1998,0
black lips,http://dbpedia.org/resource/Black_Lips,Garage rock|Indie rock|Indietronica|Psychedelic rock|Punk rock,1999,1999
black oak arkansas,http://dbpedia.org/resource/Black_Oak_Arkansas,Southern rock,1963,0
black veil brides,http://dbpedia.org/resource/Black_Veil_Brides,Hard rock|Heavy metal,2006,0
blackfire,http://dbpedia.org/resource/Blackfire_(band),Alternative rock|Punk rock,1989,0
blackfoot,http://dbpedia.org/resource/Blackfoot_(band),Blues rock|Hard rock|Southern rock,1969,1969
blacklace,http://dbpedia.org/resource/BlackLace_(band),Heavy metal,1982,1987
blacklite district,http://dbpedia.org/resource/Blacklite_District,Alternative rock|Rock music,2002,0
blame game,http://dbpedia.org/resource/Blame_Game_(band),Indie rock|Indietronica,1999,0
blameless,http://dbpedia.org/resource/Blameless_(hip_hop_group),Rock music,2006,2006
bleachers,http://dbpedia.org/resource/Bleachers_(band),Alternative rock|Indie rock|Indietronica|Power pop,2014,0
blink-182,http://dbpedia.org/resource/Blink-182,Alternative rock|Punk rock,1992,2005
blitzkid,http://dbpedia.org/resource/Blitzkid,Punk rock,1997,2012
blouse,http://dbpedia.org/resource/Blouse_(band),Alternative rock|Indie rock|Indietronica,2010,0
blues magoos,http://dbpedia.org/resource/Blues_Magoos,Blues rock|Garage rock|Psychedelic rock,1964,1970
bobaflex,http://dbpedia.org/resource/Bobaflex,Heavy metal,1998,0
bobby broom organi-sation,http://dbpedia.org/resource/The_Bobby_Broom_Organi-Sation,Jazz fusion|Jazz rock,2014,0
bodeans,http://dbpedia.org/resource/BoDeans,Alternative rock|Heartland rock,1983,0
bonepony,http://dbpedia.org/resource/Bonepony,Rock music,1989,0
bones,http://dbpedia.org/resource/Bones_(band),Folk rock|Power pop,1969,1973
boo-yaa t.r.i.b.e.,http://dbpedia.org/resource/Boo-Yaa_T.R.I.B.E.,Heavy metal,1988,1988
boombox,http://dbpedia.org/resource/BoomBox_(American_band),Psychedelic rock,2004,0
boris smile,http://dbpedia.org/resource/Boris_Smile,Indie rock|Indietronica,2004,2004
boston,http://dbpedia.org/resource/Boston_(band),Hard rock|Progressive rock|Soft rock,1976,0
bowery electric,http://dbpedia.org/resource/Bowery_Electric,Psychedelic rock,1993,2000
boy crisis,http://dbpedia.org/resource/Boy_Crisis,Alternative rock,2005,0
boyce avenue,http://dbpedia.org/resource/Boyce_Avenue,Alternative rock|Pop rock,2004,0
bracket,http://dbpedia.org/resource/Bracket_(band),Alternative rock|Baroque pop|Folk rock|Indie rock|Indietronica|Power pop|Punk rock,1992,0
brain surgeons,http://dbpedia.org/resource/Brain_Surgeons,Hard rock|Heavy metal,1994,2006
brainiac,http://dbpedia.org/resource/Brainiac_(band),Experimental rock|Indie rock|Indietronica|Noise rock,1992,1997
brand new,http://dbpedia.org/resource/Brand_New_(band),Alternative rock|Indie rock|Indietronica,2000,0
brandtson,http://dbpedia.org/resource/Brandtson,Indie rock|Indietronica,1996,1996
breaking laces,http://dbpedia.org/resource/Breaking_Laces,Alternative rock|Indie rock|Indietronica|Pop rock,2003,0
broadway,http://dbpedia.org/resource/Broadway_(band),Alternative rock,2007,0
burning brides,http://dbpedia.org/resource/Burning_Brides,Hard rock|Heavy metal,1999,0
burning rain,http://dbpedia.org/resource/Burning_Rain,Hard rock|Heavy metal,1998,2001
butthole surfers,http://dbpedia.org/resource/Butthole_Surfers,Alternative rock|Experimental rock|Noise rock,1981,0
by the end of tonight,http://dbpedia.org/resource/By_the_End_of_Tonight,Experimental rock|Post-rock,2003,2003
cam smith (hotel books),http://dbpedia.org/resource/Hotel_Books,Indie rock|Indietronica,2011,0
don and the goodtimes,http://dbpedia.org/resource/Don_and_the_Goodtimes,Garage rock,1964,1968
21 guns,http://dbpedia.org/resource/21_Guns_(band),Hard rock,1990,0
38th parallel,http://dbpedia.org/resource/38th_Parallel_(band),Alternative rock|Rap rock|Rapcore,2000,2006
8th day,http://dbpedia.org/resource/8th_Day_(Jewish_band),Folk rock|Pop rock,2004,0
better than ezra,http://dbpedia.org/resource/Better_Than_Ezra,Alternative rock|Roots rock,1988,0
blacklist,http://dbpedia.org/resource/Blacklist_(band),Alternative rock|Indie rock|Indietronica,2005,2011
bound stems,http://dbpedia.org/resource/Bound_Stems,Indie rock|Indietronica,2002,2002
brave saint saturn,http://dbpedia.org/resource/Brave_Saint_Saturn,Progressive rock,1999,0
breaking benjamin,http://dbpedia.org/resource/Breaking_Benjamin,Hard rock,1999,2010
brimstone howl,http://dbpedia.org/resource/Brimstone_Howl,Garage rock,2002,2002
brother's past,http://dbpedia.org/resource/Brothers_Past,Indie rock|Indietronica|Progressive rock,2000,2000
brute.,http://dbpedia.org/resource/Brute_(band),Rock music|Southern rock,1995,1995
buck-o-nine,http://dbpedia.org/resource/Buck-O-Nine,Reggae rock,1991,1991
buffalo tom,http://dbpedia.org/resource/Buffalo_Tom,Alternative rock|Power pop,1987,1987
built by snow,http://dbpedia.org/resource/Built_by_Snow,Power pop|Rock music,2006,0
bullet lavolta,http://dbpedia.org/resource/Bullet_LaVolta,Post-punk,1987,1992
butcher babies,http://dbpedia.org/resource/Butcher_Babies,Heavy metal,2010,0
butterfly train,http://dbpedia.org/resource/Butterfly_Train,Indie rock|Indietronica|Post-punk,1994,1996
buzzoven,http://dbpedia.org/resource/Buzzoven,Noise rock,1990,1999
cacophony,http://dbpedia.org/resource/Cacophony_(band),Heavy metal,1986,1989
cadillac blindside,http://dbpedia.org/resource/Cadillac_Blindside,Punk rock,1997,1997
cage,http://dbpedia.org/resource/Cage_(band),Heavy metal,1992,0
cains & abels,http://dbpedia.org/resource/Cains_&_Abels,Rock music,2003,0
cairo,http://dbpedia.org/resource/Cairo_(band),Progressive rock,1994,2001
calamity jane,http://dbpedia.org/resource/Calamity_Jane_(1990s_band),Punk rock,1989,1992
calexico,http://dbpedia.org/resource/Calexico_(band),Indie rock|Indietronica|Post-rock,1996,0
california x,http://dbpedia.org/resource/California_X,Hard rock|Indie rock|Indietronica|Punk rock,2012,0
candy hearts,http://dbpedia.org/resource/Candy_Hearts_(band),Power pop,2010,0
canvas solaris,http://dbpedia.org/resource/Canvas_Solaris,Progressive rock,1999,1999
capitol offense,http://dbpedia.org/resource/Capitol_Offense_(band),Rock music,1996,2013
captain squeegee,http://dbpedia.org/resource/Captain_Squeegee,Progressive rock,2002,0
caspian,http://dbpedia.org/resource/Caspian_(band),Post-rock,2004,2004
chris mckay & the critical darlings,http://dbpedia.org/resource/Chris_McKay_&_the_Critical_Darlings,Power pop|Rock music,2004,2004
danielle and jennifer,http://dbpedia.org/resource/Danielle_and_Jennifer,Pop rock,2008,0
4 non blondes,http://dbpedia.org/resource/4_Non_Blondes,Alternative rock|Blues rock|Hard rock|Psychedelic rock,1989,1994
and then i turned seven,http://dbpedia.org/resource/And_Then_I_Turned_Seven,Alternative rock,2003,2007
cassettes won't listen,http://dbpedia.org/resource/Cassettes_Won't_Listen,Indie rock|Indietronica,2004,0
cats on a smooth surface,http://dbpedia.org/resource/Cats_on_a_Smooth_Surface,Rock music,1978,0
cave in,http://dbpedia.org/resource/Cave_In,Alternative rock|Progressive rock,1995,2006
cavo,http://dbpedia.org/resource/Cavo,Hard rock,2001,0
cerberus shoal,http://dbpedia.org/resource/Cerberus_Shoal,Experimental rock|Post-rock,1994,1994
certain general,http://dbpedia.org/resource/Certain_General,Alternative rock|New wave|Post-punk,1980,0
chad smith's bombastic meatbats,http://dbpedia.org/resource/Chad_Smith's_Bombastic_Meatbats,Funk rock,2007,0
chagall guevara,http://dbpedia.org/resource/Chagall_Guevara,Alternative rock,1989,1989
chameleon,http://dbpedia.org/resource/Chameleon_(American_band),Rock music,1970,1980
children 18:3,http://dbpedia.org/resource/Children_18:3,Punk rock,1999,0
col. bruce & the quark alliance,http://dbpedia.org/resource/The_Quark_Alliance,Jazz fusion|Jazz rock|Progressive rock|Rock music,2006,2010
chasing furies,http://dbpedia.org/resource/Chasing_Furies,Alternative rock|Pop rock|Rock music,1997,1997
cherry poppin' daddies,http://dbpedia.org/resource/Cherry_Poppin'_Daddies,Funk rock|Rock music,1989,2000
chi-pig,http://dbpedia.org/resource/Chi-Pig,New wave,1977,1982
chrome,http://dbpedia.org/resource/Chrome_(band),Industrial rock|Post-punk,1975,0
circle jerks,http://dbpedia.org/resource/List_of_Circle_Jerks_band_members,Punk rock,1979,1979
city of caterpillar,http://dbpedia.org/resource/City_of_Caterpillar,Post-rock,2000,2000
classics iv,http://dbpedia.org/resource/Classics_IV,Jazz fusion|Jazz rock|Pop rock|Psychedelic rock|Southern rock,1965,0
coheed and cambria,http://dbpedia.org/resource/Coheed_and_Cambria,Alternative rock|Progressive rock,1995,0
coilback,http://dbpedia.org/resource/Coilback,Heavy metal,2000,0
coliseum,http://dbpedia.org/resource/Coliseum_(band),Punk rock,2003,0
cordis,http://dbpedia.org/resource/Cordis_(band),Post-rock,2004,0
country weather,http://dbpedia.org/resource/Country_Weather,Psychedelic rock,1966,1973
creedence clearwater revival,http://dbpedia.org/resource/Creedence_Clearwater_Revival,Blues rock|Roots rock,1967,1967
cycle sluts from hell,http://dbpedia.org/resource/Cycle_Sluts_from_Hell,Heavy metal,1986,1991
dan vapid and the cheats,http://dbpedia.org/resource/Dan_Vapid_and_the_Cheats,Power pop|Punk rock,2011,0
darwin's waiting room,http://dbpedia.org/resource/Darwin's_Waiting_Room,Alternative rock,1995,1995
dashboard confessional,http://dbpedia.org/resource/Dashboard_Confessional,Alternative rock|Indie rock|Indietronica,1999,0
dead winter carpenters,http://dbpedia.org/resource/Dead_Winter_Carpenters,Roots rock,2010,0
destroy rebuild until god shows,http://dbpedia.org/resource/Destroy_Rebuild_Until_God_Shows,Alternative rock|Experimental rock,2010,2012
dirty dozen brass band,http://dbpedia.org/resource/Dirty_Dozen_Brass_Band,Jazz fusion|Jazz rock,1977,0
dr. hook & the medicine show,http://dbpedia.org/resource/Dr._Hook_&_the_Medicine_Show,Rock music|Soft rock|Southern rock,1967,1985
drew holcomb and the neighbors,http://dbpedia.org/resource/Drew_Holcomb_and_The_Neighbors,Alternative rock|Folk rock,2005,0
dusty rhodes and the river band,http://dbpedia.org/resource/Dusty_Rhodes_and_the_River_Band,Alternative rock|Folk rock|Indie rock|Indietronica,2002,2002
eagles of death metal,http://dbpedia.org/resource/Eagles_of_Death_Metal,Alternative rock|Blues rock|Garage rock|Hard rock,1998,0
edward sharpe and the magnetic zeros,http://dbpedia.org/resource/Edward_Sharpe_and_the_Magnetic_Zeros,Folk rock|Indie rock|Indietronica,2007,0
electric frankenstein,http://dbpedia.org/resource/Electric_Frankenstein,Garage rock|Hard rock|Heavy metal|Punk rock,1991,1991
explosions in the sky,http://dbpedia.org/resource/Explosions_in_the_Sky,Post-rock,1999,0
ezra furman and the harpoons,http://dbpedia.org/resource/Ezra_Furman_and_the_Harpoons,Folk rock|Indie rock|Indietronica,2006,2011
filthy thieving bastards,http://dbpedia.org/resource/Filthy_Thieving_Bastards,Folk rock|Punk rock,2000,0
frankie and the knockouts,http://dbpedia.org/resource/Franke_and_the_Knockouts,Pop rock,1980,1986
friends of dean martinez,http://dbpedia.org/resource/Friends_of_Dean_Martinez,Post-rock,1995,1995
16volt,http://dbpedia.org/resource/16Volt,Industrial rock,1988,1988
58,http://dbpedia.org/resource/58_(band),Rock music,2000,2000
a day in the life,http://dbpedia.org/resource/A_Day_in_the_Life_(band),Indie rock|Indietronica,2001,2001
abandon,http://dbpedia.org/resource/Abandon_(band),Alternative rock,2005,0
abe vigoda,http://dbpedia.org/resource/Abe_Vigoda_(band),Post-punk,2004,2014
ace and the ragers,http://dbpedia.org/resource/Ace_and_the_Ragers,Pop rock|Punk rock,1993,1993
acoustic syndicate,http://dbpedia.org/resource/Acoustic_Syndicate,Rock music,1992,1992
adam again,http://dbpedia.org/resource/Adam_Again,Alternative rock|Funk rock,1982,2000
ahn trio,http://dbpedia.org/resource/Ahn_Trio,Alternative rock,1989,0
alice donut,http://dbpedia.org/resource/Alice_Donut,Alternative rock|Punk rock,1986,1996
alien crime syndicate,http://dbpedia.org/resource/Alien_Crime_Syndicate,Alternative rock|Hard rock|Indie rock|Indietronica|Power pop,1997,2005
alison's mailbox,http://dbpedia.org/resource/Alison's_Mailbox,Alternative rock,1993,1993
always august,http://dbpedia.org/resource/Always_August,Psychedelic rock|Punk rock,1986,1988
